instant,dteday,season_hour,yr,mnth,hr,holiday,weekday_hour,workingday_hour,weathersit_hour,temp,atemp,hum,windspeed,casual,registered,cnt,season_day,weekday_day,workingday_day,weathersit_day,cluster
11193,2012-04-16,2,1,4,13,1,1,0,1,0.74,0.6667,0.45,0.2985,79,184,263,2,1,0,1,S2-W1
11194,2012-04-16,2,1,4,14,1,1,0,1,0.76,0.6818,0.45,0.3284,105,183,288,2,1,0,1,S2-W1
11195,2012-04-16,2,1,4,15,1,1,0,1,0.8,0.697,0.33,0.4478,81,194,275,2,1,0,1,S2-W1
11196,2012-04-16,2,1,4,16,1,1,0,1,0.8,0.697,0.33,0.4627,92,266,358,2,1,0,1,S2-W1
11197,2012-04-16,2,1,4,17,1,1,0,1,0.8,0.697,0.33,0.3881,111,601,712,2,1,0,1,S2-W1
11198,2012-04-16,2,1,4,18,1,1,0,1,0.8,0.697,0.31,0.3881,87,589,676,2,1,0,1,S2-W1
11199,2012-04-16,2,1,4,19,1,1,0,1,0.76,0.6667,0.35,0.3881,61,461,522,2,1,0,1,S2-W1
11200,2012-04-16,2,1,4,20,1,1,0,1,0.74,0.6515,0.37,0.2985,48,327,375,2,1,0,1,S2-W1
11201,2012-04-16,2,1,4,21,1,1,0,1,0.68,0.6364,0.51,0.2537,39,232,271,2,1,0,1,S2-W1
11202,2012-04-16,2,1,4,22,1,1,0,1,0.68,0.6364,0.51,0.2537,35,179,214,2,1,0,1,S2-W1
11203,2012-04-16,2,1,4,23,1,1,0,1,0.7,0.6364,0.45,0.2985,24,97,121,2,1,0,1,S2-W1
11204,2012-04-17,2,1,4,0,0,2,1,1,0.66,0.6212,0.54,0.194,10,33,43,2,2,1,1,S2-W1
11205,2012-04-17,2,1,4,1,0,2,1,1,0.64,0.6212,0.57,0.1642,6,5,11,2,2,1,1,S2-W1
11206,2012-04-17,2,1,4,2,0,2,1,1,0.56,0.5303,0.83,0.1045,1,3,4,2,2,1,1,S2-W1
11207,2012-04-17,2,1,4,3,0,2,1,1,0.56,0.5303,0.83,0.0896,0,6,6,2,2,1,1,S2-W1
11208,2012-04-17,2,1,4,4,0,2,1,1,0.66,0.6212,0.44,0.2239,3,6,9,2,2,1,1,S2-W1
11209,2012-04-17,2,1,4,5,0,2,1,1,0.6,0.6212,0.53,0.2537,1,29,30,2,2,1,1,S2-W1
11210,2012-04-17,2,1,4,6,0,2,1,1,0.6,0.6212,0.46,0.2537,8,136,144,2,2,1,1,S2-W1
11211,2012-04-17,2,1,4,7,0,2,1,1,0.6,0.6212,0.43,0.2537,18,443,461,2,2,1,1,S2-W1
11212,2012-04-17,2,1,4,8,0,2,1,1,0.6,0.6212,0.43,0.2239,42,631,673,2,2,1,1,S2-W1
11213,2012-04-17,2,1,4,9,0,2,1,1,0.6,0.6212,0.38,0.4925,71,329,400,2,2,1,1,S2-W1
11214,2012-04-17,2,1,4,10,0,2,1,1,0.6,0.6212,0.38,0.4179,52,165,217,2,2,1,1,S2-W1
11215,2012-04-17,2,1,4,11,0,2,1,1,0.6,0.6212,0.33,0.4179,65,174,239,2,2,1,1,S2-W1
11216,2012-04-17,2,1,4,12,0,2,1,1,0.6,0.6212,0.33,0.3582,65,179,244,2,2,1,1,S2-W1
11217,2012-04-17,2,1,4,13,0,2,1,1,0.62,0.6212,0.29,0.2537,52,187,239,2,2,1,1,S2-W1
11218,2012-04-17,2,1,4,14,0,2,1,1,0.64,0.6212,0.27,0.2836,59,198,257,2,2,1,1,S2-W1
11219,2012-04-17,2,1,4,15,0,2,1,1,0.66,0.6212,0.24,0.3284,91,217,308,2,2,1,1,S2-W1
11220,2012-04-17,2,1,4,16,0,2,1,1,0.68,0.6212,0.22,0.3582,50,320,370,2,2,1,1,S2-W1
11221,2012-04-17,2,1,4,17,0,2,1,1,0.64,0.6061,0.25,0.2985,108,673,781,2,2,1,1,S2-W1
11222,2012-04-17,2,1,4,18,0,2,1,1,0.64,0.6061,0.25,0.2836,105,670,775,2,2,1,1,S2-W1
11223,2012-04-17,2,1,4,19,0,2,1,1,0.6,0.6061,0.26,0.2537,73,464,537,2,2,1,1,S2-W1
11224,2012-04-17,2,1,4,20,0,2,1,1,0.6,0.6061,0.23,0.2836,44,358,402,2,2,1,1,S2-W1
11225,2012-04-17,2,1,4,21,0,2,1,1,0.56,0.5303,0.26,0.2985,37,260,297,2,2,1,1,S2-W1
11226,2012-04-17,2,1,4,22,0,2,1,1,0.54,0.5152,0.3,0.2537,18,144,162,2,2,1,1,S2-W1
11227,2012-04-17,2,1,4,23,0,2,1,1,0.54,0.5152,0.32,0.2239,10,72,82,2,2,1,1,S2-W1
11228,2012-04-18,2,1,4,0,0,3,1,1,0.54,0.5152,0.32,0.1642,3,35,38,2,3,1,2,S2-W2
11229,2012-04-18,2,1,4,1,0,3,1,1,0.52,0.5,0.34,0.194,1,13,14,2,3,1,2,S2-W2
11230,2012-04-18,2,1,4,2,0,3,1,2,0.5,0.4848,0.42,0.194,1,8,9,2,3,1,2,S2-W2
11231,2012-04-18,2,1,4,3,0,3,1,2,0.5,0.4848,0.42,0.2239,0,6,6,2,3,1,2,S2-W2
11232,2012-04-18,2,1,4,4,0,3,1,2,0.5,0.4848,0.42,0.2836,0,7,7,2,3,1,2,S2-W2
11233,2012-04-18,2,1,4,5,0,3,1,2,0.5,0.4848,0.39,0.2836,0,34,34,2,3,1,2,S2-W2
11234,2012-04-18,2,1,4,6,0,3,1,2,0.5,0.4848,0.39,0.2836,6,128,134,2,3,1,2,S2-W2
11235,2012-04-18,2,1,4,7,0,3,1,2,0.5,0.4848,0.39,0.194,10,408,418,2,3,1,2,S2-W2
11236,2012-04-18,2,1,4,8,0,3,1,3,0.5,0.4848,0.39,0.194,25,551,576,2,3,1,2,S2-W2
11237,2012-04-18,2,1,4,9,0,3,1,3,0.48,0.4697,0.44,0.2985,20,245,265,2,3,1,2,S2-W2
11238,2012-04-18,2,1,4,10,0,3,1,3,0.48,0.4697,0.47,0.2239,31,116,147,2,3,1,2,S2-W2
11239,2012-04-18,2,1,4,11,0,3,1,3,0.46,0.4545,0.47,0.2537,14,105,119,2,3,1,2,S2-W2
11240,2012-04-18,2,1,4,12,0,3,1,3,0.46,0.4545,0.51,0.1045,15,95,110,2,3,1,2,S2-W2
11241,2012-04-18,2,1,4,13,0,3,1,3,0.46,0.4545,0.59,0.0,13,51,64,2,3,1,2,S2-W2
11242,2012-04-18,2,1,4,14,0,3,1,3,0.44,0.4394,0.72,0.1045,8,43,51,2,3,1,2,S2-W2
11243,2012-04-18,2,1,4,15,0,3,1,3,0.42,0.4242,0.77,0.194,10,88,98,2,3,1,2,S2-W2
11244,2012-04-18,2,1,4,16,0,3,1,2,0.42,0.4242,0.77,0.2239,36,199,235,2,3,1,2,S2-W2
11245,2012-04-18,2,1,4,17,0,3,1,2,0.42,0.4242,0.77,0.194,46,442,488,2,3,1,2,S2-W2
11246,2012-04-18,2,1,4,18,0,3,1,2,0.42,0.4242,0.77,0.0,27,478,505,2,3,1,2,S2-W2
11247,2012-04-18,2,1,4,19,0,3,1,2,0.42,0.4242,0.77,0.1343,26,342,368,2,3,1,2,S2-W2
11248,2012-04-18,2,1,4,20,0,3,1,2,0.42,0.4242,0.77,0.1045,8,252,260,2,3,1,2,S2-W2
11249,2012-04-18,2,1,4,21,0,3,1,2,0.42,0.4242,0.82,0.0896,24,165,189,2,3,1,2,S2-W2
11250,2012-04-18,2,1,4,22,0,3,1,2,0.42,0.4242,0.77,0.0896,9,153,162,2,3,1,2,S2-W2
11251,2012-04-18,2,1,4,23,0,3,1,2,0.42,0.4242,0.77,0.0,14,56,70,2,3,1,2,S2-W2
11252,2012-04-19,2,1,4,0,0,4,1,3,0.42,0.4242,0.77,0.0,5,20,25,2,4,1,1,S2-W1
11253,2012-04-19,2,1,4,1,0,4,1,3,0.42,0.4242,0.77,0.1045,2,11,13,2,4,1,1,S2-W1
11254,2012-04-19,2,1,4,2,0,4,1,2,0.42,0.4242,0.77,0.0,2,4,6,2,4,1,1,S2-W1
11255,2012-04-19,2,1,4,3,0,4,1,2,0.42,0.4242,0.77,0.0,1,3,4,2,4,1,1,S2-W1
11256,2012-04-19,2,1,4,4,0,4,1,2,0.42,0.4242,0.71,0.0,0,4,4,2,4,1,1,S2-W1
11257,2012-04-19,2,1,4,5,0,4,1,1,0.4,0.4091,0.82,0.0,0,30,30,2,4,1,1,S2-W1
11258,2012-04-19,2,1,4,6,0,4,1,2,0.4,0.4091,0.82,0.1045,4,116,120,2,4,1,1,S2-W1
11259,2012-04-19,2,1,4,7,0,4,1,2,0.4,0.4091,0.82,0.1343,15,391,406,2,4,1,1,S2-W1
11260,2012-04-19,2,1,4,8,0,4,1,2,0.42,0.4242,0.82,0.1045,26,651,677,2,4,1,1,S2-W1
11261,2012-04-19,2,1,4,9,0,4,1,2,0.46,0.4545,0.72,0.0,31,270,301,2,4,1,1,S2-W1
11262,2012-04-19,2,1,4,10,0,4,1,1,0.48,0.4697,0.63,0.0896,46,143,189,2,4,1,1,S2-W1
11263,2012-04-19,2,1,4,11,0,4,1,1,0.52,0.5,0.48,0.0,46,183,229,2,4,1,1,S2-W1
11264,2012-04-19,2,1,4,12,0,4,1,1,0.54,0.5152,0.49,0.0,51,213,264,2,4,1,1,S2-W1
11265,2012-04-19,2,1,4,13,0,4,1,1,0.56,0.5303,0.46,0.0,52,186,238,2,4,1,1,S2-W1
11266,2012-04-19,2,1,4,14,0,4,1,1,0.58,0.5455,0.43,0.0,54,183,237,2,4,1,1,S2-W1
11267,2012-04-19,2,1,4,15,0,4,1,1,0.6,0.6212,0.43,0.0,66,196,262,2,4,1,1,S2-W1
11268,2012-04-19,2,1,4,16,0,4,1,1,0.62,0.6212,0.41,0.1045,63,324,387,2,4,1,1,S2-W1
11269,2012-04-19,2,1,4,17,0,4,1,1,0.6,0.6212,0.43,0.0896,85,663,748,2,4,1,1,S2-W1
11270,2012-04-19,2,1,4,18,0,4,1,1,0.6,0.6212,0.43,0.0896,99,677,776,2,4,1,1,S2-W1
11271,2012-04-19,2,1,4,19,0,4,1,1,0.58,0.5455,0.46,0.1343,70,516,586,2,4,1,1,S2-W1
11272,2012-04-19,2,1,4,20,0,4,1,1,0.56,0.5303,0.49,0.2239,52,352,404,2,4,1,1,S2-W1
11273,2012-04-19,2,1,4,21,0,4,1,1,0.52,0.5,0.55,0.1045,27,240,267,2,4,1,1,S2-W1
11274,2012-04-19,2,1,4,22,0,4,1,1,0.52,0.5,0.59,0.194,29,219,248,2,4,1,1,S2-W1
11275,2012-04-19,2,1,4,23,0,4,1,1,0.5,0.4848,0.63,0.1045,20,124,144,2,4,1,1,S2-W1
11276,2012-04-20,2,1,4,0,0,5,1,1,0.48,0.4697,0.67,0.1045,5,59,64,2,5,1,1,S2-W1
11277,2012-04-20,2,1,4,1,0,5,1,1,0.46,0.4545,0.82,0.194,3,22,25,2,5,1,1,S2-W1
11278,2012-04-20,2,1,4,2,0,5,1,1,0.44,0.4394,0.88,0.194,3,18,21,2,5,1,1,S2-W1
11279,2012-04-20,2,1,4,3,0,5,1,1,0.44,0.4394,0.88,0.1045,1,9,10,2,5,1,1,S2-W1
11280,2012-04-20,2,1,4,4,0,5,1,1,0.42,0.4242,0.94,0.1045,0,3,3,2,5,1,1,S2-W1
11281,2012-04-20,2,1,4,5,0,5,1,1,0.42,0.4242,0.94,0.0,1,24,25,2,5,1,1,S2-W1
11282,2012-04-20,2,1,4,6,0,5,1,1,0.42,0.4242,0.88,0.0,8,105,113,2,5,1,1,S2-W1
11283,2012-04-20,2,1,4,7,0,5,1,1,0.42,0.4242,0.94,0.0,9,350,359,2,5,1,1,S2-W1
11284,2012-04-20,2,1,4,8,0,5,1,1,0.44,0.4394,0.94,0.0,32,668,700,2,5,1,1,S2-W1
11285,2012-04-20,2,1,4,9,0,5,1,1,0.46,0.4545,0.88,0.0896,30,329,359,2,5,1,1,S2-W1
11286,2012-04-20,2,1,4,10,0,5,1,1,0.5,0.4848,0.77,0.194,67,170,237,2,5,1,1,S2-W1
11287,2012-04-20,2,1,4,11,0,5,1,1,0.54,0.5152,0.68,0.1642,64,190,254,2,5,1,1,S2-W1
11288,2012-04-20,2,1,4,12,0,5,1,1,0.58,0.5455,0.53,0.194,102,260,362,2,5,1,1,S2-W1
11289,2012-04-20,2,1,4,13,0,5,1,1,0.62,0.6212,0.43,0.194,105,276,381,2,5,1,1,S2-W1
11290,2012-04-20,2,1,4,14,0,5,1,1,0.64,0.6212,0.44,0.2239,156,238,394,2,5,1,1,S2-W1
11291,2012-04-20,2,1,4,15,0,5,1,1,0.64,0.6212,0.47,0.194,145,262,407,2,5,1,1,S2-W1
11292,2012-04-20,2,1,4,16,0,5,1,1,0.66,0.6212,0.44,0.194,151,429,580,2,5,1,1,S2-W1
11293,2012-04-20,2,1,4,17,0,5,1,1,0.64,0.6212,0.47,0.2836,122,697,819,2,5,1,1,S2-W1
11294,2012-04-20,2,1,4,18,0,5,1,1,0.62,0.6212,0.5,0.2836,110,558,668,2,5,1,1,S2-W1
11295,2012-04-20,2,1,4,19,0,5,1,1,0.6,0.6212,0.53,0.194,82,410,492,2,5,1,1,S2-W1
11296,2012-04-20,2,1,4,20,0,5,1,1,0.58,0.5455,0.56,0.1642,52,289,341,2,5,1,1,S2-W1
11297,2012-04-20,2,1,4,21,0,5,1,1,0.56,0.5303,0.68,0.1343,35,252,287,2,5,1,1,S2-W1
11298,2012-04-20,2,1,4,22,0,5,1,1,0.54,0.5152,0.68,0.2537,26,176,202,2,5,1,1,S2-W1
11299,2012-04-20,2,1,4,23,0,5,1,1,0.52,0.5,0.72,0.1343,31,156,187,2,5,1,1,S2-W1
11300,2012-04-21,2,1,4,0,0,6,0,1,0.52,0.5,0.77,0.2239,31,111,142,2,6,0,1,S2-W1
11301,2012-04-21,2,1,4,1,0,6,0,1,0.52,0.5,0.77,0.2239,24,64,88,2,6,0,1,S2-W1
11302,2012-04-21,2,1,4,2,0,6,0,1,0.52,0.5,0.77,0.1343,12,69,81,2,6,0,1,S2-W1
11303,2012-04-21,2,1,4,3,0,6,0,1,0.5,0.4848,0.82,0.2239,4,25,29,2,6,0,1,S2-W1
11304,2012-04-21,2,1,4,4,0,6,0,1,0.5,0.4848,0.82,0.2537,0,9,9,2,6,0,1,S2-W1
11305,2012-04-21,2,1,4,5,0,6,0,1,0.5,0.4848,0.82,0.2537,0,1,1,2,6,0,1,S2-W1
11306,2012-04-21,2,1,4,6,0,6,0,1,0.5,0.4848,0.82,0.2239,10,21,31,2,6,0,1,S2-W1
11307,2012-04-21,2,1,4,7,0,6,0,1,0.5,0.4848,0.82,0.2836,21,55,76,2,6,0,1,S2-W1
11308,2012-04-21,2,1,4,8,0,6,0,1,0.52,0.5,0.81,0.2537,52,149,201,2,6,0,1,S2-W1
11309,2012-04-21,2,1,4,9,0,6,0,1,0.54,0.5152,0.77,0.1642,115,216,331,2,6,0,1,S2-W1
11310,2012-04-21,2,1,4,10,0,6,0,1,0.6,0.6061,0.64,0.2836,183,299,482,2,6,0,1,S2-W1
11311,2012-04-21,2,1,4,11,0,6,0,1,0.62,0.6061,0.61,0.3284,260,348,608,2,6,0,1,S2-W1
11312,2012-04-21,2,1,4,12,0,6,0,1,0.64,0.6212,0.57,0.2239,262,378,640,2,6,0,1,S2-W1
11313,2012-04-21,2,1,4,13,0,6,0,1,0.66,0.6212,0.54,0.2239,291,358,649,2,6,0,1,S2-W1
11314,2012-04-21,2,1,4,14,0,6,0,1,0.7,0.6364,0.45,0.2836,278,331,609,2,6,0,1,S2-W1
11315,2012-04-21,2,1,4,15,0,6,0,1,0.72,0.6515,0.39,0.2537,267,361,628,2,6,0,1,S2-W1
11316,2012-04-21,2,1,4,16,0,6,0,1,0.7,0.6364,0.42,0.3284,267,372,639,2,6,0,1,S2-W1
11317,2012-04-21,2,1,4,17,0,6,0,2,0.74,0.6515,0.3,0.3881,259,309,568,2,6,0,1,S2-W1
11318,2012-04-21,2,1,4,18,0,6,0,2,0.68,0.6364,0.47,0.4925,133,283,416,2,6,0,1,S2-W1
11319,2012-04-21,2,1,4,19,0,6,0,3,0.56,0.5303,0.73,0.4925,9,45,54,2,6,0,1,S2-W1
11320,2012-04-21,2,1,4,20,0,6,0,3,0.5,0.4848,0.82,0.2985,5,34,39,2,6,0,1,S2-W1
11321,2012-04-21,2,1,4,21,0,6,0,3,0.5,0.4848,0.82,0.3881,20,82,102,2,6,0,1,S2-W1
11322,2012-04-21,2,1,4,22,0,6,0,1,0.48,0.4697,0.82,0.2985,20,90,110,2,6,0,1,S2-W1
11323,2012-04-21,2,1,4,23,0,6,0,2,0.46,0.4545,0.82,0.2836,18,73,91,2,6,0,1,S2-W1
11324,2012-04-22,2,1,4,0,0,0,0,2,0.46,0.4545,0.82,0.194,32,85,117,2,0,0,3,S2-W3
11325,2012-04-22,2,1,4,1,0,0,0,2,0.46,0.4545,0.82,0.3284,10,63,73,2,0,0,3,S2-W3
11326,2012-04-22,2,1,4,2,0,0,0,1,0.46,0.4545,0.72,0.2836,7,49,56,2,0,0,3,S2-W3
11327,2012-04-22,2,1,4,3,0,0,0,2,0.44,0.4394,0.82,0.1642,7,33,40,2,0,0,3,S2-W3
11328,2012-04-22,2,1,4,4,0,0,0,2,0.44,0.4394,0.77,0.1642,0,7,7,2,0,0,3,S2-W3
11329,2012-04-22,2,1,4,5,0,0,0,2,0.44,0.4394,0.77,0.2239,0,6,6,2,0,0,3,S2-W3
11330,2012-04-22,2,1,4,6,0,0,0,2,0.44,0.4394,0.72,0.3284,6,6,12,2,0,0,3,S2-W3
11331,2012-04-22,2,1,4,7,0,0,0,3,0.42,0.4242,0.77,0.3881,2,22,24,2,0,0,3,S2-W3
11332,2012-04-22,2,1,4,8,0,0,0,3,0.4,0.4091,0.82,0.2537,8,43,51,2,0,0,3,S2-W3
11333,2012-04-22,2,1,4,9,0,0,0,3,0.4,0.4091,0.82,0.2537,8,71,79,2,0,0,3,S2-W3
11334,2012-04-22,2,1,4,10,0,0,0,3,0.38,0.3939,0.82,0.3284,11,57,68,2,0,0,3,S2-W3
11335,2012-04-22,2,1,4,11,0,0,0,3,0.38,0.3939,0.87,0.2985,7,70,77,2,0,0,3,S2-W3
11336,2012-04-22,2,1,4,12,0,0,0,3,0.38,0.3939,0.87,0.3284,5,56,61,2,0,0,3,S2-W3
11337,2012-04-22,2,1,4,13,0,0,0,3,0.38,0.3939,0.82,0.3582,5,47,52,2,0,0,3,S2-W3
11338,2012-04-22,2,1,4,14,0,0,0,3,0.38,0.3939,0.87,0.3284,3,50,53,2,0,0,3,S2-W3
11339,2012-04-22,2,1,4,15,0,0,0,3,0.38,0.3939,0.87,0.3881,0,38,38,2,0,0,3,S2-W3
11340,2012-04-22,2,1,4,16,0,0,0,3,0.38,0.3939,0.87,0.4478,4,32,36,2,0,0,3,S2-W3
11341,2012-04-22,2,1,4,17,0,0,0,3,0.36,0.3182,0.93,0.4478,2,25,27,2,0,0,3,S2-W3
11342,2012-04-22,2,1,4,18,0,0,0,3,0.36,0.3182,0.93,0.4478,1,38,39,2,0,0,3,S2-W3
11343,2012-04-22,2,1,4,19,0,0,0,3,0.36,0.3182,0.87,0.5224,1,34,35,2,0,0,3,S2-W3
11344,2012-04-22,2,1,4,20,0,0,0,3,0.36,0.3333,0.93,0.4179,1,34,35,2,0,0,3,S2-W3
11345,2012-04-22,2,1,4,21,0,0,0,3,0.36,0.3333,0.87,0.3881,0,11,11,2,0,0,3,S2-W3
11346,2012-04-22,2,1,4,22,0,0,0,3,0.34,0.2879,0.87,0.5224,0,13,13,2,0,0,3,S2-W3
11347,2012-04-22,2,1,4,23,0,0,0,3,0.36,0.3182,0.81,0.4627,0,17,17,2,0,0,3,S2-W3
11348,2012-04-23,2,1,4,0,0,1,1,3,0.36,0.3333,0.81,0.4179,0,6,6,2,1,1,2,S2-W2
11349,2012-04-23,2,1,4,1,0,1,1,3,0.34,0.303,0.87,0.3582,1,1,2,2,1,1,2,S2-W2
11350,2012-04-23,2,1,4,2,0,1,1,2,0.32,0.303,0.87,0.3284,1,3,4,2,1,1,2,S2-W2
11351,2012-04-23,2,1,4,3,0,1,1,2,0.32,0.303,0.81,0.2836,0,1,1,2,1,1,2,S2-W2
11352,2012-04-23,2,1,4,4,0,1,1,3,0.3,0.2879,0.81,0.2836,0,3,3,2,1,1,2,S2-W2
11353,2012-04-23,2,1,4,5,0,1,1,3,0.3,0.2879,0.81,0.2836,0,14,14,2,1,1,2,S2-W2
11354,2012-04-23,2,1,4,6,0,1,1,2,0.3,0.2727,0.81,0.2985,2,43,45,2,1,1,2,S2-W2
11355,2012-04-23,2,1,4,7,0,1,1,3,0.3,0.2879,0.81,0.2537,1,206,207,2,1,1,2,S2-W2
11356,2012-04-23,2,1,4,8,0,1,1,2,0.3,0.2727,0.75,0.3284,11,471,482,2,1,1,2,S2-W2
11357,2012-04-23,2,1,4,9,0,1,1,2,0.3,0.2727,0.75,0.3881,17,255,272,2,1,1,2,S2-W2
11358,2012-04-23,2,1,4,10,0,1,1,2,0.32,0.303,0.7,0.3284,12,88,100,2,1,1,2,S2-W2
11359,2012-04-23,2,1,4,11,0,1,1,2,0.32,0.2879,0.7,0.3582,10,91,101,2,1,1,2,S2-W2
11360,2012-04-23,2,1,4,12,0,1,1,3,0.34,0.303,0.71,0.3582,12,117,129,2,1,1,2,S2-W2
11361,2012-04-23,2,1,4,13,0,1,1,3,0.34,0.303,0.66,0.3881,9,98,107,2,1,1,2,S2-W2
11362,2012-04-23,2,1,4,14,0,1,1,3,0.36,0.3182,0.62,0.4478,12,102,114,2,1,1,2,S2-W2
11363,2012-04-23,2,1,4,15,0,1,1,2,0.36,0.3333,0.62,0.3881,11,101,112,2,1,1,2,S2-W2
11364,2012-04-23,2,1,4,16,0,1,1,3,0.3,0.2727,0.81,0.3582,10,93,103,2,1,1,2,S2-W2
11365,2012-04-23,2,1,4,17,0,1,1,3,0.3,0.2727,0.82,0.3284,13,219,232,2,1,1,2,S2-W2
11366,2012-04-23,2,1,4,18,0,1,1,3,0.32,0.3333,0.81,0.1343,10,369,379,2,1,1,2,S2-W2
11367,2012-04-23,2,1,4,19,0,1,1,2,0.34,0.3182,0.76,0.2239,11,287,298,2,1,1,2,S2-W2
11368,2012-04-23,2,1,4,20,0,1,1,2,0.32,0.3182,0.76,0.1642,17,186,203,2,1,1,2,S2-W2
11369,2012-04-23,2,1,4,21,0,1,1,2,0.32,0.303,0.81,0.2239,7,145,152,2,1,1,2,S2-W2
11370,2012-04-23,2,1,4,22,0,1,1,1,0.32,0.3182,0.76,0.194,18,71,89,2,1,1,2,S2-W2
11371,2012-04-23,2,1,4,23,0,1,1,1,0.32,0.3182,0.76,0.1642,10,49,59,2,1,1,2,S2-W2
11372,2012-04-24,2,1,4,0,0,2,1,2,0.32,0.3333,0.76,0.1343,0,13,13,2,2,1,1,S2-W1
11373,2012-04-24,2,1,4,1,0,2,1,2,0.32,0.3333,0.81,0.1343,1,6,7,2,2,1,1,S2-W1
11374,2012-04-24,2,1,4,2,0,2,1,1,0.32,0.3182,0.81,0.194,0,3,3,2,2,1,1,S2-W1
11375,2012-04-24,2,1,4,3,0,2,1,1,0.32,0.303,0.81,0.2239,0,2,2,2,2,1,1,S2-W1
11376,2012-04-24,2,1,4,4,0,2,1,1,0.3,0.2879,0.7,0.194,0,3,3,2,2,1,1,S2-W1
11377,2012-04-24,2,1,4,5,0,2,1,1,0.3,0.2879,0.7,0.194,0,22,22,2,2,1,1,S2-W1
11378,2012-04-24,2,1,4,6,0,2,1,1,0.3,0.2879,0.7,0.2239,3,117,120,2,2,1,1,S2-W1
11379,2012-04-24,2,1,4,7,0,2,1,1,0.32,0.303,0.66,0.2836,3,387,390,2,2,1,1,S2-W1
11380,2012-04-24,2,1,4,8,0,2,1,1,0.34,0.3182,0.61,0.2537,12,599,611,2,2,1,1,S2-W1
11381,2012-04-24,2,1,4,9,0,2,1,1,0.4,0.4091,0.47,0.3582,6,302,308,2,2,1,1,S2-W1
11382,2012-04-24,2,1,4,10,0,2,1,1,0.42,0.4242,0.47,0.2985,33,129,162,2,2,1,1,S2-W1
11383,2012-04-24,2,1,4,11,0,2,1,1,0.46,0.4545,0.31,0.3881,27,157,184,2,2,1,1,S2-W1
11384,2012-04-24,2,1,4,12,0,2,1,1,0.48,0.4697,0.29,0.3881,36,188,224,2,2,1,1,S2-W1
11385,2012-04-24,2,1,4,13,0,2,1,1,0.5,0.4848,0.29,0.3881,35,189,224,2,2,1,1,S2-W1
11386,2012-04-24,2,1,4,14,0,2,1,1,0.5,0.4848,0.25,0.3881,50,166,216,2,2,1,1,S2-W1
11387,2012-04-24,2,1,4,15,0,2,1,1,0.5,0.4848,0.23,0.4179,60,176,236,2,2,1,1,S2-W1
11388,2012-04-24,2,1,4,16,0,2,1,1,0.5,0.4848,0.23,0.194,54,308,362,2,2,1,1,S2-W1
11389,2012-04-24,2,1,4,17,0,2,1,1,0.52,0.5,0.22,0.3881,72,619,691,2,2,1,1,S2-W1
11390,2012-04-24,2,1,4,18,0,2,1,1,0.5,0.4848,0.18,0.0,52,580,632,2,2,1,1,S2-W1
11391,2012-04-24,2,1,4,19,0,2,1,1,0.5,0.4848,0.18,0.2537,33,449,482,2,2,1,1,S2-W1
11392,2012-04-24,2,1,4,20,0,2,1,1,0.48,0.4697,0.21,0.3284,16,269,285,2,2,1,1,S2-W1
11393,2012-04-24,2,1,4,21,0,2,1,2,0.46,0.4545,0.28,0.1642,13,213,226,2,2,1,1,S2-W1
11394,2012-04-24,2,1,4,22,0,2,1,1,0.44,0.4394,0.35,0.1045,8,149,157,2,2,1,1,S2-W1
11395,2012-04-24,2,1,4,23,0,2,1,1,0.42,0.4242,0.38,0.0896,4,69,73,2,2,1,1,S2-W1
11396,2012-04-25,2,1,4,0,0,3,1,1,0.44,0.4394,0.38,0.0,13,23,36,2,3,1,1,S2-W1
11397,2012-04-25,2,1,4,1,0,3,1,1,0.42,0.4242,0.41,0.0,8,17,25,2,3,1,1,S2-W1
11398,2012-04-25,2,1,4,2,0,3,1,1,0.36,0.3788,0.62,0.0,1,6,7,2,3,1,1,S2-W1
11399,2012-04-25,2,1,4,3,0,3,1,1,0.32,0.3333,0.7,0.0896,0,3,3,2,3,1,1,S2-W1
11400,2012-04-25,2,1,4,4,0,3,1,1,0.34,0.3485,0.66,0.0896,0,6,6,2,3,1,1,S2-W1
11401,2012-04-25,2,1,4,5,0,3,1,1,0.34,0.3636,0.66,0.0,0,24,24,2,3,1,1,S2-W1
11402,2012-04-25,2,1,4,6,0,3,1,1,0.34,0.3636,0.66,0.0,3,103,106,2,3,1,1,S2-W1
11403,2012-04-25,2,1,4,7,0,3,1,1,0.34,0.3636,0.71,0.0,13,376,389,2,3,1,1,S2-W1
11404,2012-04-25,2,1,4,8,0,3,1,1,0.36,0.3636,0.76,0.0896,20,634,654,2,3,1,1,S2-W1
11405,2012-04-25,2,1,4,9,0,3,1,1,0.42,0.4242,0.54,0.0,33,288,321,2,3,1,1,S2-W1
11406,2012-04-25,2,1,4,10,0,3,1,1,0.52,0.5,0.34,0.0,44,138,182,2,3,1,1,S2-W1
11407,2012-04-25,2,1,4,11,0,3,1,1,0.52,0.5,0.32,0.1343,42,177,219,2,3,1,1,S2-W1
11408,2012-04-25,2,1,4,12,0,3,1,1,0.54,0.5152,0.28,0.2836,49,220,269,2,3,1,1,S2-W1
11409,2012-04-25,2,1,4,13,0,3,1,1,0.56,0.5303,0.26,0.2239,35,193,228,2,3,1,1,S2-W1
11410,2012-04-25,2,1,4,14,0,3,1,1,0.56,0.5303,0.22,0.3582,47,176,223,2,3,1,1,S2-W1
